,epsilon,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,pre,recall,F1,NSC,PSC,NRC,PRC,acc,macro-F1,micro-F1
20,0.02,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.638796992481203,0.7497352629721143,0.6898343618057812,1463,855,2,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
21,0.021,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.638796992481203,0.7497352629721143,0.6898343618057812,1463,855,2,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
22,0.022,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6527691350342253,0.740557712672079,0.6938978005622624,1685,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
23,0.023,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6527691350342253,0.740557712672079,0.6938978005622624,1685,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
24,0.024,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6527691350342253,0.740557712672079,0.6938978005622624,1685,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
25,0.025,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6527691350342253,0.740557712672079,0.6938978005622624,1685,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
26,0.026000000000000002,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6527691350342253,0.740557712672079,0.6938978005622624,1685,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
27,0.027,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6527691350342253,0.740557712672079,0.6938978005622624,1685,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
28,0.028,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6527691350342253,0.740557712672079,0.6938978005622624,1685,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
29,0.029,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6660763162131702,0.7301447229085775,0.6966405657994442,1902,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
30,0.03,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6660763162131702,0.7301447229085775,0.6966405657994442,1902,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
31,0.031,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6660763162131702,0.7301447229085775,0.6966405657994442,1902,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
32,0.032,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6660763162131702,0.7301447229085775,0.6966405657994442,1902,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
33,0.033,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6660763162131702,0.7301447229085775,0.6966405657994442,1902,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
34,0.034,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6660763162131702,0.7301447229085775,0.6966405657994442,1902,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
35,0.035,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6660763162131702,0.7301447229085775,0.6966405657994442,1902,855,4,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
36,0.036000000000000004,0.7083011085331271,0.9401197604790419,0.8079100198485627,1070,312,8,2,0.0,0.0,0.0,0,0,0,0,0.6808865189135144,0.7211436639604659,0.7004371303677037,2112,855,6,2,0.0,0.0,0.0,0,0,0,0,0.5703485155817813,0.8688202247191011,0.6886340866080375,795,197,6,2,0.5895847671484286,0.4164174760347198,0.5895847671484286
